"problem","title","boj_code_file","tag_code_file","study_group","reason","official_tags","original_code_file"
"14852","타일 채우기 3","14852_dp.cpp","14852.cpp","01_DP/dp","filename:dp","dp","14852_dp.cpp"
"14890","경사로","14890_implementation.cpp","14890.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","14890.cpp"
"14891","톱니바퀴","14891_simulation.cpp","14891.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","14891.cpp"
"14898","서로 다른 수와 쿼리 2","14898_merge_sort_tree.cpp","14898.cpp","03_DATA_STRUCTURE/merge_sort_tree","filename:merge_seg","data_structures;sorting;segtree;pst;merge_sort_tree","14898.merge_seg.cpp"
"14899","수열과 쿼리 19","14899_segment_tree_beats.cpp","14899.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","14899_beats.cpp"
"14916","거스름돈","14916_dp.cpp","14916.cpp","01_DP/dp","official:dp","math;dp;greedy","14916.cpp"
"14924","폰 노이만과 파리","14924_math.cpp","14924.cpp","07_MATH/math","official:arithmetic","math;arithmetic","14924.cpp"
"14940","쉬운 최단거리","14940_bfs.cpp","14940.cpp","02_GRAPH/bfs","filename:bfs","graphs;graph_traversal;bfs;grid_graph","14940_bfs.cpp"
"15059","Hard choice","15059_math.cpp","15059.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","15059.cpp"
"15232","Rectangles","15232_implementation.cpp","15232.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","15232.cpp"
"15353","큰 수 A+B (2)","15353_big_integer.cpp","15353.cpp","07_MATH/big_integer","filename:bignumber","math;string;arithmetic;arbitrary_precision","15353_bignumber.cpp"
"15561","구간 합 최대? 2","15561_segment_tree.cpp","15561.cpp","03_DATA_STRUCTURE/segment_tree","filename:goldseg_default","data_structures;segtree;maximum_subarray","15561_goldseg_default.cpp"
"15577","Prosjek","15577_priority_queue.cpp","15577.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","math;data_structures;greedy;sorting;priority_queue","15577.cpp"
"15610","Abbey Courtyard","15610_geometry.cpp","15610.cpp","04_GEOMETRY/geometry","official:geometry","math;geometry","15610.cpp"
"15630","Binary Game","아희15630예쁘다.txt","아희15630예쁘다.txt","10_IMPLEMENTATION/implementation","filename:예쁘다","implementation","아희15630예쁘다.txt"
"15652","N과 M (4)","15652_backtracking.cpp","15652.cpp","05_SEARCH/backtracking","filename:backtracking","backtracking","15652_backTracking.cpp"
"15654","N과 M (5)","15654_backtracking.cpp","15654.cpp","05_SEARCH/backtracking","filename:back_tracking","backtracking","15654_back_tracking.cpp"
"15657","N과 M (8)","15657_backtracking.cpp","15657.cpp","05_SEARCH/backtracking","filename:back_tracking","backtracking","15657_back_tracking.cpp"
"15663","N과 M (9)","15663_backtracking.cpp","15663.cpp","05_SEARCH/backtracking","filename:n_m","backtracking","15663_N_M.cpp"
"15666","N과 M (12)","15666_backtracking.cpp","15666.cpp","05_SEARCH/backtracking","official:backtracking","backtracking","15666.cpp"
"15685","드래곤 커브","15685_simulation.cpp","15685.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","15685.cpp"
"15700","타일 채우기 4","15700_math.cpp","15700.cpp","07_MATH/math","official:arithmetic","math;arithmetic","15700.cpp"
"15727","조별과제를 하려는데 조장이 사라졌다","15727_math.cpp","15727.cpp","07_MATH/math","official:arithmetic","math;arithmetic","15727.cpp"
"15738","뒤집기","15738_math.cpp","15738.cpp","07_MATH/math","official:math","math;implementation","15738.cpp"
"15813","너의 이름은 몇 점이니?","15813_string.cpp","15813.cpp","06_STRING/string","official:string","implementation;string","15813.cpp"
"15814","야바위 대장","15814_string.cpp","15814.cpp","06_STRING/string","official:string","implementation;string","15814.cpp"
"15829","Hashing","15829_string.cpp","15829.cpp","06_STRING/string","official:hashing","implementation;string;hashing","15829.cpp"
"15873","공백 없는 A+B","15873_math.cpp","15873.cpp","07_MATH/math","official:arithmetic","math;arithmetic;case_work","15873.cpp"
"15886","내 선물을 받아줘 2","15886_string.cpp","15886.cpp","06_STRING/string","official:string","graphs;string","15886.cpp"
"15903","카드 합체 놀이","15903_priority_queue.cpp","15903.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","data_structures;greedy;priority_queue","15903.cpp"
"15922","아우으 우아으이야!!","15922_sweeping.cpp","15922.cpp","08_TECHNIQUE/sweeping","official:sweeping","sweeping","15922.cpp"
"15964","이상한 기호","15964_math.cpp","15964.cpp","07_MATH/math","official:arithmetic","arithmetic;math;implementation","15964.cpp"
"15988","1, 2, 3 더하기 3","15988_dp.cpp","15988.cpp","01_DP/dp","filename:dp","dp","15988_dp.cpp"
"15989","1, 2, 3 더하기 4","15989_dp.cpp","15989.cpp","01_DP/dp","filename:dp","dp","15989_dp.cpp"
"15990","1, 2, 3 더하기 5","15990_dp.cpp","15990.cpp","01_DP/dp","filename:dp","dp","15990_dp.cpp"
"16026","Cloud computing","16026_knapsack.cpp","16026.cpp","01_DP/knapsack","official:knapsack","dp;knapsack;sorting","16026.cpp"
"16112","5차 전직","16112_greedy.cpp","16112.cpp","09_PARADIGM/greedy","official:greedy","greedy;sorting","16112.cpp"
"16120","PPAP","16120_stack.cpp","16120.cpp","03_DATA_STRUCTURE/stack","filename:stack","data_structures;string;stack","16120_stack.cpp"
"16174","점프왕 쩰리 (Large)","16174_dfs.cpp","16174.cpp","02_GRAPH/dfs","filename:dfs","dp;graphs;graph_traversal;bfs;dfs","16174_Dfs.cpp"
"16199","나이 계산하기","16199_math.cpp","16199.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","16199.cpp"
"16212","정열적인 정렬","16212_sorting.cpp","16212.cpp","08_TECHNIQUE/sorting","official:sorting","sorting","16212.cpp"
"16232","없던 일처럼","16232_merge_sort_tree.cpp","16232.cpp","03_DATA_STRUCTURE/merge_sort_tree","code-audit:16232_merge_sort.cpp","data_structures;sorting;segtree;divide_and_conquer;merge_sort_tree","16232_merge_sort.cpp"
"16234","인구 이동","16234_bfs.cpp","16234.cpp","02_GRAPH/bfs","code+official:bfs","implementation;graphs;graph_traversal;simulation;bfs","16234.cpp"
"16236","아기 상어","16236_bfs.cpp","16236.cpp","02_GRAPH/bfs","code+official:bfs","implementation;graphs;graph_traversal;simulation;bfs","16236.cpp"
"16264","Array Study","16264_mo.cpp","16264.cpp","03_DATA_STRUCTURE/mo","filename:mo","prefix_sum;offline_queries;sqrt_decomposition;mo","16264_mo.cpp"
"16398","행성 연결","16398_mst.cpp","16398.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","graphs;mst","16398.cpp"
"16466","콘서트","16466_sorting.cpp","16466.cpp","08_TECHNIQUE/sorting","official:sorting","implementation;sorting","16466.cpp"
"16486","운동장 한 바퀴","16486_geometry.cpp","16486.cpp","04_GEOMETRY/geometry","official:geometry","math;geometry","16486.cpp"
"16565","N포커","16565_dp.cpp","16565.cpp","01_DP/dp","filename:dp","math;dp;combinatorics;inclusion_and_exclusion","16565_dp.cpp"
"16586","Linked List","16586_splay_tree.cpp","16586.cpp","03_DATA_STRUCTURE/splay_tree","filename:splay_tree","trees;splay_tree","16586_splay_tree.cpp"
"16903","수열과 쿼리 20","16903_trie.cpp","16903.cpp","03_DATA_STRUCTURE/trie","filename:xortrie","data_structures;trees;trie","16903_XORtrie.cpp"
"16924","십자가 찾기","16924_bruteforce.cpp","16924.cpp","05_SEARCH/bruteforce","official:bruteforcing","implementation;bruteforcing;simulation","16924.cpp"
"16931","겉넓이 구하기","16931_geometry.cpp","16931.cpp","04_GEOMETRY/geometry","official:geometry_3d","implementation;geometry;geometry_3d","16931.cpp"
"16933","벽 부수고 이동하기 3","16933_bfs.cpp","16933.cpp","02_GRAPH/bfs","filename:bfs","graphs;graph_traversal;bfs","!16933_bfs.cpp"
"16975","수열과 쿼리 21","16975_segment_tree.cpp","16975.cpp","03_DATA_STRUCTURE/segment_tree","filename:array_seg","data_structures;segtree;lazyprop;difference_array","16975_array_seg.cpp"
"16978","수열과 쿼리 22","16978_persistent_segment_tree.cpp","16978.cpp","03_DATA_STRUCTURE/persistent_segment_tree","filename:pst","data_structures;segtree;offline_queries","16978_pst.cpp"
"16993","연속합과 쿼리","16993_segment_tree.cpp","16993.cpp","03_DATA_STRUCTURE/segment_tree","filename:gold_seg","data_structures;segtree;maximum_subarray","16993_gold_seg.cpp"
"17135","캐슬 디펜스","17135_bfs.cpp","17135.cpp","02_GRAPH/bfs","code+official:bfs","implementation;graphs;bruteforcing;graph_traversal;simulation;bfs","17135.cpp"
"17142","연구소 3","17142_bfs.cpp","17142.cpp","02_GRAPH/bfs","code+official:bfs","graphs;bruteforcing;graph_traversal;bfs","17142.cpp"
"17161","편집 거리 (Hard)","17161_hirschberg.cpp","17161.cpp","01_DP/hirschberg","filename:hirshberg_levenshtein","dp;string;divide_and_conquer;hirschberg","17161_hirshberg_levenshtein.cpp"
"17202","핸드폰 번호 궁합","17202_string.cpp","17202.cpp","06_STRING/string","official:string","implementation;string;simulation","17202.cpp"
"17219","비밀번호 찾기","17219_set_map.cpp","17219.cpp","03_DATA_STRUCTURE/set_map","official:hash_set","data_structures;set;hash_set","17219.cpp"
"17274","카드 공장 (Large)","17274_merge_sort_tree.cpp","17274.cpp","03_DATA_STRUCTURE/merge_sort_tree","filename:merge_sort_tree","coordinate_compression;data_structures;merge_sort_tree;segtree;sorting","17274_merge_sort_tree.cpp"
"17281","⚾","17281_bruteforce.cpp","17281.cpp","05_SEARCH/bruteforce","official:bruteforcing","implementation;bruteforcing;simulation","17281.cpp"
"17297","Messi Gimossi","17297_dp.cpp","17297.cpp","01_DP/dp","filename:partition_dp","dp;divide_and_conquer;recursion","17297_partition_dp.cpp"
"17298","오큰수","17298_stack.cpp","17298.cpp","03_DATA_STRUCTURE/stack","official:stack","data_structures;stack","17298.cpp"
"17353","하늘에서 떨어지는 1, 2, ..., R-L+1개의 별","17353_segment_tree.cpp","17353.cpp","03_DATA_STRUCTURE/segment_tree","filename:array_lazt_seg","data_structures;segtree;lazyprop;difference_array","17353_array_lazt_seg.cpp"
"17356","욱 제","17356_math.cpp","17356.cpp","07_MATH/math","official:arithmetic","math;arithmetic","17356.cpp"
"17362","수학은 체육과목 입니다 2","17362_math.cpp","17362.cpp","07_MATH/math","official:arithmetic","math;arithmetic","17362.cpp"
"17386","선분 교차 1","17386_line_intersection.cpp","17386.cpp","04_GEOMETRY/line_intersection","code-audit:17386_ccw2.cpp","geometry;line_intersection","17386_ccw2.cpp"
"17387","선분 교차 2","17387_line_intersection.cpp","17387.cpp","04_GEOMETRY/line_intersection","code-audit:17387_ccw2.cpp","geometry;case_work;line_intersection","17387_ccw2.cpp"
"17388","와글와글 숭고한","17388_implementation.cpp","17388.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","17388.cpp"
"17394","핑거 스냅","17394_bfs.cpp","17394.cpp","02_GRAPH/bfs","code+official:bfs","math;graphs;graph_traversal;number_theory;bfs;primality_test;sieve","17394.cpp"
"17404","RGB거리 2","17404_dp.cpp","17404.cpp","01_DP/dp","official:dp","dp","17404.cpp"
"17406","배열 돌리기 4","17406_backtracking.cpp","17406.cpp","05_SEARCH/backtracking","official:backtracking","implementation;bruteforcing;backtracking","17406.cpp"
"17413","단어 뒤집기 2","17413_string.cpp","17413.cpp","06_STRING/string","filename:string","implementation;data_structures;string;stack","17413_String.cpp"
"17470","배열 돌리기 5","17470_implementation.cpp","17470.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","17470.cpp"
"17471","게리맨더링","17471_bfs.cpp","17471.cpp","02_GRAPH/bfs","code+official:bfs","math;graphs;bruteforcing;graph_traversal;combinatorics;bfs;bitmask;dfs","17471.cpp"
"17472","다리 만들기 2","17472_mst.cpp","17472.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","implementation;graphs;bruteforcing;graph_traversal;bfs;dfs;mst","17472.cpp"
"17473","수열과 쿼리 25","17473_segment_tree_beats.cpp","17473.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","17473_beats.cpp"
"17474","수열과 쿼리 26","17474_segment_tree_beats.cpp","17474.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","17474_beats.cpp"
"17475","수열과 쿼리 27","17475_segment_tree_beats.cpp","17475.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:historical_beats","data_structures;segtree;lazyprop;beats","17475_historical_beats.cpp"
"17476","수열과 쿼리 28","17476_segment_tree_beats.cpp","17476.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","17476_beats.cpp"
"17477","수열과 쿼리 29","17477_segment_tree_beats.cpp","17477.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","17477_beats.cpp"
"17478","재귀함수가 뭔가요?","17478_recursion.cpp","17478.cpp","09_PARADIGM/recursion","filename:recur","implementation;recursion","17478_recur.cpp"
"17487","타자 연습","17487_implementation.cpp","17487.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","17487.cpp"
"17619","개구리 점프","17619_sweeping.cpp","17619.cpp","08_TECHNIQUE/sweeping","official:sweeping","data_structures;sorting;sweeping;disjoint_set","17619.cpp"
"17626","Four Squares","17626_dp.cpp","17626.cpp","01_DP/dp","code+official:dp","dp;bruteforcing","17626.cpp"
"17845","수강 과목","17845_knapsack.cpp","17845.cpp","01_DP/knapsack","filename:knapsack","dp;knapsack","17845_knapsack.cpp"
"17874","Piece of Cake!","17874_math.cpp","17874.cpp","07_MATH/math","official:arithmetic","math;arithmetic","17874.cpp"
"18111","마인크래프트","18111_bruteforce.cpp","18111.cpp","05_SEARCH/bruteforce","official:bruteforcing","implementation;bruteforcing","18111.cpp"
"18166","Evaluation","18166_greedy.cpp","18166.cpp","09_PARADIGM/greedy","filename:lamen_greedy","math;implementation;string;number_theory;parsing;discrete_sqrt","18166_lamen_greedy.cpp"
"18277","Bliski Brojevi","18277_mo.cpp","18277.cpp","03_DATA_STRUCTURE/mo","filename:mo","data_structures;segtree;set;offline_queries;mo","18277_MO.cpp"
"18411","試験 (Exam)","18411_math.cpp","18411.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","18411.cpp"
"18436","수열과 쿼리 37","18436_segment_tree.cpp","18436.cpp","03_DATA_STRUCTURE/segment_tree","filename:segtree","segtree;data_structures","18436_segtree.cpp"
"18438","LCS 5","18438_hirschberg.cpp","18438.cpp","01_DP/hirschberg","filename:hirschberg","dp;divide_and_conquer;traceback;lcs;hirschberg","18438_hirschberg.cpp"
"18439","LCS 6","18439_bitset_lcs.cpp","18439.cpp","01_DP/lcs","code-audit:18439_bitset.cpp","dp;string;bitset;lcs;bitset_lcs","18439_bitset.cpp"
"18439","LCS 6","18439_bitset_lcs.cpp","18439.cpp","03_DATA_STRUCTURE/bitset","code-audit:18439_bitset.cpp","dp;string;bitset;lcs;bitset_lcs","18439_bitset.cpp"
"18440","LCS 7","18440_bitset_hirschberg.cpp","18440.cpp","01_DP/hirschberg","code-audit:18440_bitsetlcs_hirshberg.cpp","dp;string;divide_and_conquer;bitset;lcs;bitset_lcs;hirschberg","18440_bitsetlcs_hirshberg.cpp"
"18440","LCS 7","18440_bitset_hirschberg.cpp","18440.cpp","03_DATA_STRUCTURE/bitset","code-audit:18440_bitsetlcs_hirshberg.cpp","dp;string;divide_and_conquer;bitset;lcs;bitset_lcs;hirschberg","18440_bitsetlcs_hirshberg.cpp"
"18512","점프 점프","18512_bruteforce.cpp","18512.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing;number_theory","18512.cpp"
"18800","도로 공사","18800_mo.cpp","18800.cpp","03_DATA_STRUCTURE/mo","filename:mo","mo;offline_queries;prefix_sum","18800_mo.cpp"
"18870","좌표 압축","18870_coordinate_compression.cpp","18870.cpp","08_TECHNIQUE/coordinate_compression","official:coordinate_compression","sorting;coordinate_compression","18870.cpp"
"19277","ADD, DIV, MAX","19277_segment_tree_beats.cpp","19277.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","19277_beats.cpp"
"19455","Bitwise Queries","19455_segment_tree_beats.cpp","19455.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","19455_beats.cpp"
"19532","수학은 비대면강의입니다","19532_bruteforce.cpp","19532.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing","19532.cpp"
"19589","카드 셔플","19589_splay_tree.cpp","19589.cpp","03_DATA_STRUCTURE/splay_tree","filename:splay","trees;splay_tree","19589_splay.cpp"
"19598","최소 회의실 개수","19598_sweeping.cpp","19598.cpp","08_TECHNIQUE/sweeping","official:sweeping","data_structures;greedy;sorting;sweeping;priority_queue","19598.cpp"
"19638","센티와 마법의 뿅망치","19638_priority_queue.cpp","19638.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","implementation;data_structures;priority_queue","19638.cpp"
"19651","수열과 쿼리 39","19651_segment_tree.cpp","19651.cpp","03_DATA_STRUCTURE/segment_tree","filename:subarray_seg","data_structures;segtree;lazyprop","19651_subarray_Seg.cpp"
"19939","박 터뜨리기","19939_greedy.cpp","19939.cpp","09_PARADIGM/greedy","official:greedy","math;greedy","19939.cpp"
"19941","햄버거 분배","19941_greedy.cpp","19941.cpp","09_PARADIGM/greedy","official:greedy","greedy","19941.cpp"
"19944","뉴비의 기준은 뭘까?","19944_implementation.cpp","19944.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","19944.cpp"
"20149","선분 교차 3","20149_line_intersection.cpp","20149.cpp","04_GEOMETRY/line_intersection","filename:ccw3","geometry;case_work;line_intersection","20149_ccw3.cpp"
"20162","간식 파티","20162_dp.cpp","20162.cpp","01_DP/dp","code+official:dp","dp","20162.cpp"
"20215","Cutting Corners","20215_geometry.cpp","20215.cpp","04_GEOMETRY/geometry","official:geometry","math;geometry;pythagoras","20215.cpp"
"20352","Circus","20352_geometry.cpp","20352.cpp","04_GEOMETRY/geometry","official:geometry","math;geometry","20352.cpp"
"20364","부동산 다툼","20364_bitmask.cpp","20364.cpp","08_TECHNIQUE/bitmask","filename:bitmasking_tree","trees","20364_bitmasking_tree.cpp"
"20494","스시","20494_string.cpp","20494.cpp","06_STRING/string","official:string","implementation;string;ad_hoc","20494.cpp"
"20499","Darius님 한타 안 함?","20499_math.cpp","20499.cpp","07_MATH/math","official:arithmetic","math;arithmetic","20499.cpp"
"20500","Ezreal 여눈부터 가네 ㅈㅈ","20500_dp.cpp","20500.cpp","01_DP/dp","filename:dp","math;dp;number_theory","20500_dp.cpp"
"20944","팰린드롬 척화비","20944_string.cpp","20944.cpp","06_STRING/string","filename:string","string;ad_hoc","20944_string.cpp"
"20976","2 番目に大きい整数 (The Second Largest Integer)","20976_implementation.cpp","20976.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","20976.cpp"
"20977","JOI ソート (JOI Sort)","20977_sorting.cpp","20977.cpp","08_TECHNIQUE/sorting","official:sorting","implementation;string;sorting","20977.cpp"
"21064","Even Intervals","21064_mo.cpp","21064.cpp","03_DATA_STRUCTURE/mo","filename:mo","coordinate_compression;data_structures;mo;offline_queries;segtree","21064_mo.cpp"
"21313","문어","21313_greedy.cpp","21313.cpp","09_PARADIGM/greedy","official:greedy","greedy;ad_hoc","21313.cpp"
"21317","징검다리 건너기","21317_dp.cpp","21317.cpp","01_DP/dp","filename:dp","dp","21317_DP.cpp"
"21318","피아노 체조","21318_prefix_sum.cpp","21318.cpp","08_TECHNIQUE/prefix_sum","filename:prefix_sum","prefix_sum","21318_prefix_sum.cpp"
"21610","마법사 상어와 비바라기","21610_simulation.cpp","21610.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","21610.cpp"
"21924","도시 건설","21924_mst.cpp","21924.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","graphs;mst","21924.cpp"
"21955","Split","21955_string.cpp","21955.cpp","06_STRING/string","official:string","string","21955.cpp"
"22015","金平糖 (Konpeito)","22015_math.cpp","22015.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","22015.cpp"
"22114","창영이와 점프","22114_dp.cpp","22114.cpp","01_DP/dp","filename:dp","implementation;dp","22114_dp.cpp"
"22279","Quality-Adjusted Life-Year","22279_math.cpp","22279.cpp","07_MATH/math","official:arithmetic","math;arithmetic","22279.cpp"
"22971","증가하는 부분 수열의 개수","22971_dp.cpp","22971.cpp","01_DP/dp","code+official:dp","dp","22971.cpp"
"23034","조별과제 멈춰!","23034_mst.cpp","23034.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","graphs;graph_traversal;bfs;mst","23034.cpp"
"23705","CTAHKEB** ANDREW","23705_splay_tree.cpp","23705.cpp","03_DATA_STRUCTURE/splay_tree","filename:splay","data_structures;trees;maximum_subarray;splay_tree","23705_splay.cpp"
"23758","중앙값 제거","23758_greedy.cpp","23758.cpp","09_PARADIGM/greedy","official:greedy","math;greedy;sorting","23758.cpp"
"23795","사장님 도박은 재미로 하셔야 합니다","23795_math.cpp","23795.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","23795.cpp"
"23806","골뱅이 찍기 - ㅁ","23806_implementation.cpp","23806.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","23806.cpp"
"23825","SASA 모형을 만들어보자","23825_math.cpp","23825.cpp","07_MATH/math","official:arithmetic","math;arithmetic","23825.cpp"
"24228","젓가락","24228_math.cpp","24228.cpp","07_MATH/math","official:math","math;pigeonhole_principle","24228.cpp"
"24266","알고리즘 수업 - 알고리즘의 수행 시간 5","24266_math.cpp","24266.cpp","07_MATH/math","official:math","math;implementation;simulation","24266.cpp"
"24389","2의 보수","24389_bitmask.cpp","24389.cpp","08_TECHNIQUE/bitmask","filename:bit","math;bitmask","24389_bit.cpp"
"24479","알고리즘 수업 - 깊이 우선 탐색 1","24479_dfs.cpp","24479.cpp","02_GRAPH/dfs","filename:dfs","graphs;graph_traversal;sorting;dfs","24479_dfs.cpp"
"24480","알고리즘 수업 - 깊이 우선 탐색 2","24480_dfs.cpp","24480.cpp","02_GRAPH/dfs","code+official:dfs","graphs;graph_traversal;sorting;dfs","24480.cpp"
"24578","Ultimate Binary Watch","24578_bitmask.cpp","24578.cpp","08_TECHNIQUE/bitmask","filename:bit","implementation;bitmask","24578_bit.cpp"
"24883","자동완성","24883_implementation.cpp","24883.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","24883.cpp"
"25238","가희와 방어율 무시","25238_math.cpp","25238.cpp","07_MATH/math","official:arithmetic","math;arithmetic","25238.cpp"
"25314","코딩은 체육과목 입니다","25314_implementation.cpp","25314.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","25314.cpp"
"25377","빵","25377_implementation.cpp","25377.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","25377.cpp"
"25433","PLCS","25433_bitset_lcs.cpp","25433.cpp","01_DP/lcs","code-audit:25433_bitset_lcs.cpp","math;dp;string;number_theory;primality_test;bitset;lcs;bitset_lcs","25433_bitset_lcs.cpp"
"25433","PLCS","25433_bitset_lcs.cpp","25433.cpp","03_DATA_STRUCTURE/bitset","code-audit:25433_bitset_lcs.cpp","math;dp;string;number_theory;primality_test;bitset;lcs;bitset_lcs","25433_bitset_lcs.cpp"
"25494","단순한 문제 (Small)","25494_bruteforce.cpp","25494.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing;arithmetic","25494.cpp"
"25600","Triathlon","25600_math.cpp","25600.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","25600.cpp"
"25625","샤틀버스","25625_math.cpp","25625.cpp","07_MATH/math","official:arithmetic","math;arithmetic","25625.cpp"
"25628","햄버거 만들기","25628_math.cpp","25628.cpp","07_MATH/math","official:arithmetic","math;arithmetic","25628.cpp"
"25640","MBTI","25640_string.cpp","25640.cpp","06_STRING/string","official:string","implementation;string","25640.cpp"
"25710","점수 계산","25710_bruteforce.cpp","25710.cpp","05_SEARCH/bruteforce","official:bruteforcing","bruteforcing;pigeonhole_principle","25710.cpp"
"25841","Digit Count","25841_implementation.cpp","25841.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","25841.cpp"
"25956","목차 세기","25956_stack.cpp","25956.cpp","03_DATA_STRUCTURE/stack","filename:stack_basic","data_structures;stack","25956_stack_basic.cpp"
"26146","즉흥 여행 (Easy)","26146_scc.cpp","26146.cpp","02_GRAPH/scc","filename:scc","graphs;graph_traversal;dfs;scc","26146_SCC.cpp"
"26495","Big Number","26495_implementation.cpp","26495.cpp","10_IMPLEMENTATION/implementation","official:precomputation","implementation;precomputation","26495.cpp"
"26546","Reverse","26546_string.cpp","26546.cpp","06_STRING/string","official:string","implementation;string","26546.cpp"
"26561","Population","26561_math.cpp","26561.cpp","07_MATH/math","official:arithmetic","math;arithmetic","26561.cpp"
"26649","물정수열 2","26649_splay_tree.cpp","26649.cpp","03_DATA_STRUCTURE/splay_tree","filename:splay","trees;lis;splay_tree","26649_splay.cpp"
"26933","Receptet","26933_math.cpp","26933.cpp","07_MATH/math","official:arithmetic","math;arithmetic","26933.cpp"
"27110","특식 배부","27110_math.cpp","27110.cpp","07_MATH/math","official:arithmetic","math;arithmetic","27110.cpp"
"27279","조사전달","27279_greedy.cpp","27279.cpp","09_PARADIGM/greedy","official:greedy","greedy;sorting","27279.cpp"
"27294","몇개고?","27294_math.cpp","27294.cpp","07_MATH/math","official:math","math;implementation","27294.cpp"
"27322","한별이의 퍼펙트 수열과 쿼리 교실","27322_segment_tree_beats.cpp","27322.cpp","03_DATA_STRUCTURE/segment_tree_beats","filename:beats","data_structures;segtree;lazyprop;beats","27322_beats.cpp"
"27332","11 月 (November)","27332_math.cpp","27332.cpp","07_MATH/math","official:arithmetic","math;arithmetic","27332.cpp"
"27718","선분 교차 EX","27718_line_intersection.cpp","27718.cpp","04_GEOMETRY/line_intersection","filename:ccw4","geometry;case_work;line_intersection","27718_ccw4.cpp"
"27868","On My Way Dorm","27868_string.cpp","27868.cpp","06_STRING/string","official:string","string;ad_hoc","27868.cpp"
"27937","간단한 쿼리 문제","27937_mo.cpp","27937.cpp","03_DATA_STRUCTURE/mo","filename:mo","sweeping;offline_queries;sqrt_decomposition;mo","27937_mo.cpp"
"27959","초코바","27959_math.cpp","27959.cpp","07_MATH/math","official:arithmetic","math;arithmetic","27959.cpp"
"27960","사격 내기","27960_bitmask.cpp","27960.cpp","08_TECHNIQUE/bitmask","official:bitmask","math;bitmask","27960.cpp"
"28066","타노스는 요세푸스가 밉다","28066_deque.cpp","28066.cpp","03_DATA_STRUCTURE/deque","official:deque","implementation;data_structures;simulation;deque;queue","28066.cpp"
"28204","Classical Data Structure Problem","28204_splay_tree.cpp","28204.cpp","03_DATA_STRUCTURE/splay_tree","filename:splay","data_structures;segtree;splay_tree;trees","28204_splay.cpp"
"28224","Final Price","28224_math.cpp","28224.cpp","07_MATH/math","official:arithmetic","math;arithmetic","28224.cpp"
"28239","배고파(Easy)","28239_bitmask.cpp","28239.cpp","08_TECHNIQUE/bitmask","filename:bitmask","math;bruteforcing;bitmask","28239_bitmask.cpp"
"28292","개미 수열","28292_ad_hoc.cpp","28292.cpp","09_PARADIGM/ad_hoc","official:ad_hoc","implementation;ad_hoc","28292.cpp"
"28352","10!","28352_math.cpp","28352.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","28352.cpp"
"28490","Area","28490_math.cpp","28490.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","28490.cpp"
