"problem","title","boj_code_file","tag_code_file","study_group","reason","official_tags","original_code_file"
"4196","도미노","4196_scc.cpp","4196.cpp","02_GRAPH/scc","filename:scc","graphs;dag;topological_sorting;scc","4196_SCC.cpp"
"4299","AFC 윔블던","4299_math.cpp","4299.cpp","07_MATH/math","official:arithmetic","math;arithmetic","4299.cpp"
"4358","생태학","4358_set_map.cpp","4358.cpp","03_DATA_STRUCTURE/set_map","filename:map","data_structures;string;set;hash_set;tree_set","4358_map.cpp"
"4386","별자리 만들기","4386_mst.cpp","4386.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","graphs;mst","4386.cpp"
"4458","첫 글자를 대문자로","4458_string.cpp","4458.cpp","06_STRING/string","official:string","implementation;string","4458.cpp"
"4470","줄번호","4470_string.cpp","4470.cpp","06_STRING/string","official:string","implementation;string","4470.cpp"
"4485","녹색 옷 입은 애가 젤다지?","4485_dijkstra.cpp","4485.cpp","02_GRAPH/dijkstra","filename:dijkstra","graphs;graph_traversal;shortest_path;dijkstra;grid_graph","4485_dijkstra.cpp"
"4659","비밀번호 발음하기","4659_string.cpp","4659.cpp","06_STRING/string","filename:string","implementation;string","4659_string.cpp"
"4673","셀프 넘버","4673_bruteforce.cpp","4673.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;implementation;bruteforcing","4673.cpp"
"4792","레드 블루 스패닝 트리","4792_mst.cpp","4792.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","data_structures;graphs;disjoint_set;mst","4792.cpp"
"4828","XML","4828_regex.cpp","4828.cpp","06_STRING/regex","filename:regex","implementation;data_structures;string;parsing;stack;regex","4828_regex.cpp"
"4963","섬의 개수","4963_dfs.cpp","4963.cpp","02_GRAPH/dfs","filename:dfs","graphs;graph_traversal;bfs;dfs;grid_graph;flood_fill","4963_dfs.cpp"
"5014","스타트링크","5014_bfs.cpp","5014.cpp","02_GRAPH/bfs","filename:bfs","graphs;graph_traversal;bfs","5014_bfs.cpp"
"5073","삼각형과 세 변","5073_geometry.cpp","5073.cpp","04_GEOMETRY/geometry","official:geometry","math;implementation;geometry","5073.cpp"
"5430","AC","5430_deque.cpp","5430.cpp","03_DATA_STRUCTURE/deque","official:deque","deque;parsing;implementation;string;data_structures","5430.cpp"
"5525","IOIOI","5525_string.cpp","5525.cpp","06_STRING/string","official:string","string","5525.cpp"
"5557","1학년","5557_dp.cpp","5557.cpp","01_DP/dp","filename:dp","dp","5557_dp.cpp"
"5565","영수증","5565_math.cpp","5565.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","5565.cpp"
"5575","타임 카드","5575_math.cpp","5575.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","5575.cpp"
"5585","거스름돈","5585_greedy.cpp","5585.cpp","09_PARADIGM/greedy","official:greedy","greedy","5585.cpp"
"5596","시험 점수","5596_math.cpp","5596.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","5596.cpp"
"5676","음주 코딩","5676_segment_tree.cpp","5676.cpp","03_DATA_STRUCTURE/segment_tree","official:segment_tree","segtree;data_structures","5676.cpp"
"5972","택배 배송","5972_dijkstra.cpp","5972.cpp","02_GRAPH/dijkstra","code+official:dijkstra","graphs;shortest_path;dijkstra","5972.cpp"
"6068","시간 관리하기","6068_greedy.cpp","6068.cpp","09_PARADIGM/greedy","filename:greedy","greedy;sorting","6068_greedy.cpp"
"6194","Building the Moat","6194_convex_hull.cpp","6194.cpp","04_GEOMETRY/convex_hull","filename:convex_hull","geometry;convex_hull","6194_convex_hull.cpp"
"6198","옥상 정원 꾸미기","6198_monotone_stack.cpp","6198.cpp","03_DATA_STRUCTURE/monotone_stack","filename:stack_monotone","data_structures;stack","6198_stack_monotone.cpp"
"6213","Balanced Lineup","6213_segment_tree.cpp","6213.cpp","03_DATA_STRUCTURE/segment_tree","filename:segtree","data_structures;segtree","6213_segtree.cpp"
"6850","Cows","6850_convex_hull.cpp","6850.cpp","04_GEOMETRY/convex_hull","filename:convex_and_weight","geometry;convex_hull;polygon_area","6850_convex_and_weight.cpp"
"6962","Maple Roundup","6962_convex_hull.cpp","6962.cpp","04_GEOMETRY/convex_hull","filename:convex","geometry;convex_hull","6962_convex.cpp"
"7420","맹독 방벽","7420_convex_hull.cpp","7420.cpp","04_GEOMETRY/convex_hull","filename:convex","geometry;convex_hull","7420_convex.cpp"
"7469","K번째 수","7469_merge_sort_tree.cpp","7469.cpp","03_DATA_STRUCTURE/merge_sort_tree","filename:mergesort_tree","data_structures;sorting;segtree;binary_search;merge_sort_tree","7469_mergesort_tree.cpp"
"7562","나이트의 이동","7562_bfs.cpp","7562.cpp","02_GRAPH/bfs","filename:bfs","bfs;graphs;graph_traversal;shortest_path;grid_graph","7562_bfs.cpp"
"7567","그릇","7567_string.cpp","7567.cpp","06_STRING/string","filename:string","implementation;string","7567_string.cpp"
"7568","덩치","7568_bruteforce.cpp","7568.cpp","05_SEARCH/bruteforce","official:bruteforcing","implementation;bruteforcing","7568.cpp"
"7569","토마토","7569_bfs.cpp","7569.cpp","02_GRAPH/bfs","filename:bfs","bfs;graphs;graph_traversal;grid_graph;shortest_path","7569_bfs.cpp"
"7576","토마토","7576_bfs.cpp","7576.cpp","02_GRAPH/bfs","filename:bfs","bfs;graphs;graph_traversal;grid_graph;shortest_path","7576_bfs.cpp"
"7578","공장","7578_inversion_counting.cpp","7578.cpp","08_TECHNIQUE/inversion_counting","filename:counting_inversion","data_structures;segtree","7578_counting_inversion.cpp"
"7579","앱","7579_dp.cpp","7579.cpp","01_DP/dp","filename:dp","dp;knapsack","7579_dp.cpp"
"7595","Triangles","7595_implementation.cpp","7595.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","7595.cpp"
"7662","이중 우선순위 큐","7662_set_map.cpp","7662.cpp","03_DATA_STRUCTURE/set_map","filename:multiset","data_structures;set;priority_queue;tree_set","7662_multiset.cpp"
"7983","내일 할거야","7983_greedy.cpp","7983.cpp","09_PARADIGM/greedy","filename:greedy","greedy;sorting","7983_greedy.cpp"
"9035","Detective Conan","9035_implementation.cpp","9035.cpp","10_IMPLEMENTATION/implementation","code-audit:9035.cpp","","9035.cpp"
"9184","신나는 함수 실행","9184_dp.cpp","9184.cpp","01_DP/dp","filename:dp","dp;recursion","9184_dp.cpp"
"9251","LCS","9251_lcs.cpp","9251.cpp","01_DP/lcs","filename:lcs","dp;string;lcs","9251_LCS.cpp"
"9252","LCS 2","9252_lcs.cpp","9252.cpp","01_DP/lcs","filename:lcs","dp;string;traceback;lcs","9252_LCS.cpp"
"9252","LCS 2","9252_lcs_variant2.cpp","9252_variant2.cpp","01_DP/lcs","filename:lcs3","dp;string;traceback;lcs","9252_LCS3.cpp"
"9342","염색체","9342_regex.cpp","9342.cpp","06_STRING/regex","filename:regex","string;regex","9342_regex.cpp"
"9426","중앙값 측정","9426_segment_tree.cpp","9426.cpp","03_DATA_STRUCTURE/segment_tree","official:segment_tree","data_structures;segtree","9426.cpp"
"9465","스티커","9465_dp.cpp","9465.cpp","01_DP/dp","filename:dp","dp","9465_dp.cpp"
"9610","사분면","9610_math.cpp","9610.cpp","07_MATH/math","official:math","math;implementation","9610.cpp"
"9613","GCD 합","9613_number_theory.cpp","9613.cpp","07_MATH/number_theory","official:euclidean","math;number_theory;euclidean","9613_math.cpp"
"9655","돌 게임","9655_dp.cpp","9655.cpp","01_DP/dp","official:dp","math;dp;game_theory;parity","9655.cpp"
"9656","돌 게임 2","9656_dp.cpp","9656.cpp","01_DP/dp","filename:dp","math;dp;game_theory;parity","9656_dp.cpp"
"9657","돌 게임 3","9657_dp.cpp","9657.cpp","01_DP/dp","filename:dp","dp;game_theory","9657_dp.cpp"
"9663","N-Queen","9663_backtracking.cpp","9663.cpp","05_SEARCH/backtracking","official:backtracking","bruteforcing;backtracking","9663.cpp"
"9913","Max","9913_implementation.cpp","9913.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","9913.cpp"
"9934","완전 이진 트리","9934_recursion.cpp","9934.cpp","09_PARADIGM/recursion","official:recursion","trees;recursion","9934.cpp"
"10026","적록색약","10026_dfs.cpp","10026.cpp","02_GRAPH/dfs","filename:dfs","graphs;graph_traversal;bfs;dfs;grid_graph","10026_dfs_.cpp"
"10102","개표","10102_string.cpp","10102.cpp","06_STRING/string","official:string","string","10102.cpp"
"10180","Ship Selection","10180_math.cpp","10180.cpp","07_MATH/math","official:arithmetic","math;arithmetic","10180.cpp"
"10181","Federation Favorites","10181_number_theory.cpp","10181.cpp","07_MATH/number_theory","official:number_theory","math;implementation;number_theory","10181.cpp"
"10214","Baseball","10214_implementation.cpp","10214.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10214.cpp"
"10255","교차점","10255_line_intersection.cpp","10255.cpp","04_GEOMETRY/line_intersection","filename:ccw4","geometry;case_work;line_intersection","10255_ccw4.cpp"
"10480","Oddities","10480_math.cpp","10480.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","10480.cpp"
"10545","뚜기뚜기메뚜기","10545_string.cpp","10545.cpp","06_STRING/string","official:string","implementation;string","10545.cpp"
"10723","판게아 1","10723_mst.cpp","10723.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","graphs;mst","10723.cpp"
"10773","제로","10773_stack.cpp","10773.cpp","03_DATA_STRUCTURE/stack","official:stack","implementation;data_structures;stack","10773.cpp"
"10797","10부제","10797_implementation.cpp","10797.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10797.cpp"
"10808","알파벳 개수","10808_string.cpp","10808.cpp","06_STRING/string","official:string","implementation;string","10808.cpp"
"10811","바구니 뒤집기","10811_simulation.cpp","10811.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","10811.cpp"
"10813","공 바꾸기","10813_simulation.cpp","10813.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","10813.cpp"
"10815","숫자 카드","10815_binary_search.cpp","10815.cpp","05_SEARCH/binary_search","filename:binary_search","data_structures;sorting;binary_search;set;hash_set","10815_binary_search.cpp"
"10816","숫자 카드 2","10816_set_map.cpp","10816.cpp","03_DATA_STRUCTURE/set_map","official:hash_set","data_structures;sorting;binary_search;set;hash_set","10816.cpp"
"10818","최소, 최대","10818_math.cpp","10818.cpp","07_MATH/math","official:math","math;implementation","10818.cpp"
"10820","문자열 분석","10820_string.cpp","10820.cpp","06_STRING/string","official:string","implementation;string","10820.cpp"
"10821","정수의 개수","10821_string.cpp","10821.cpp","06_STRING/string","official:parsing","string;parsing","10821.cpp"
"10824","네 수","10824_string.cpp","10824.cpp","06_STRING/string","official:string","math;implementation;string;arithmetic","10824.cpp"
"10826","피보나치 수 4","10826_big_integer.cpp","10826.cpp","07_MATH/big_integer","filename:bignumber","dp;arbitrary_precision","10826_bignumber.cpp"
"10830","행렬 제곱","10830_divide_and_conquer.cpp","10830.cpp","09_PARADIGM/divide_and_conquer","official:divide_and_conquer","math;divide_and_conquer;exponentiation_by_squaring;linear_algebra","10830.cpp"
"10844","쉬운 계단 수","10844_dp.cpp","10844.cpp","01_DP/dp","filename:dp","dp","10844_dp.cpp"
"10868","최솟값","10868_segment_tree.cpp","10868.cpp","03_DATA_STRUCTURE/segment_tree","filename:seg","segtree;sparse_table;data_structures","10868_seg.cpp"
"10883","분할","10883_set_map.cpp","10883.cpp","03_DATA_STRUCTURE/set_map","official:hash_set","data_structures;graphs;graph_traversal;bfs;hash_set","10883.cpp"
"10886","0 = not cute / 1 = cute","10886_math.cpp","10886.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","10886.cpp"
"10903","Wall construction","10903_convex_hull.cpp","10903.cpp","04_GEOMETRY/convex_hull","filename:convex","geometry;convex_hull","10903_convex.cpp"
"10951","A+B - 4","10951_math.cpp","10951.cpp","07_MATH/math","official:arithmetic","implementation;arithmetic;math","10951.cpp"
"10987","모음의 개수","10987_string.cpp","10987.cpp","06_STRING/string","official:string","implementation;string","10987.cpp"
"10990","별 찍기 - 15","10990_implementation.cpp","10990.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10990.cpp"
"10991","별 찍기 - 16","10991_implementation.cpp","10991.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10991.cpp"
"10992","별 찍기 - 17","10992_implementation.cpp","10992.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10992_star.cpp"
"10995","별 찍기 - 20","10995_implementation.cpp","10995.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10995.cpp"
"10996","별 찍기 - 21","10996_implementation.cpp","10996.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","10996.cpp"
"10999","구간 합 구하기 2","10999_segment_tree.cpp","10999.cpp","03_DATA_STRUCTURE/segment_tree","filename:lazy_segtree","segtree;lazyprop;data_structures","10999_lazy_segtree.cpp"
"11000","강의실 배정","11000_priority_queue.cpp","11000.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","data_structures;greedy;sorting;priority_queue","11000.cpp"
"11003","최솟값 찾기","11003_deque.cpp","11003.cpp","03_DATA_STRUCTURE/deque","filename:deque","data_structures;priority_queue;deque;deque_trick","11003_deque.cpp"
"11012","Egg","11012_persistent_segment_tree.cpp","11012.cpp","03_DATA_STRUCTURE/persistent_segment_tree","filename:pst","data_structures;segtree;sweeping;offline_queries;pst","11012_pst.cpp"
"11021","A+B - 7","11021_math.cpp","11021.cpp","07_MATH/math","official:arithmetic","implementation;arithmetic;math","11021.cpp"
"11048","이동하기","11048_dp.cpp","11048.cpp","01_DP/dp","filename:dp","dp","11048_dp.cpp"
"11050","이항 계수 1","11050_combinatorics.cpp","11050.cpp","07_MATH/combinatorics","official:combinatorics","math;implementation;combinatorics","11050.cpp"
"11051","이항 계수 2","11051_dp.cpp","11051.cpp","01_DP/dp","filename:dp","math;dp;combinatorics","11051_dp.cpp"
"11052","카드 구매하기","11052_dp.cpp","11052.cpp","01_DP/dp","filename:dp","dp","_11052_dp.cpp"
"11054","가장 긴 바이토닉 부분 수열","11054_dp.cpp","11054.cpp","01_DP/dp","code+official:dp","dp","11054.cpp"
"11057","오르막 수","11057_dp.cpp","11057.cpp","01_DP/dp","filename:dp","dp","11057_dp.cpp"
"11060","점프 점프","11060_dp.cpp","11060.cpp","01_DP/dp","filename:dp","dp;graphs;graph_traversal;bfs","11060_dp.cpp"
"11062","카드 게임","11062_dp.cpp","11062.cpp","01_DP/dp","official:dp","dp;game_theory","11062.cpp"
"11179","2진수 뒤집기","11179_bitmask.cpp","11179.cpp","08_TECHNIQUE/bitmask","filename:bit_binary","math;implementation;string","11179_bit_binary.cpp"
"11266","단절점","11266_articulation_point.cpp","11266.cpp","02_GRAPH/articulation_point","filename:articulation_point","graphs;graph_traversal;dfs;articulation","11266_articulation_point.cpp"
"11279","최대 힙","11279_priority_queue.cpp","11279.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","data_structures;priority_queue","11279.cpp"
"11280","2-SAT - 3","11280_two_sat.cpp","11280.cpp","02_GRAPH/two_sat","filename:2sat","graphs;scc;2_sat","기여11280_2sat.cpp"
"11281","2-SAT - 4","11281_two_sat.cpp","11281.cpp","02_GRAPH/two_sat","filename:2sat_print","graphs;traceback;scc;2_sat","11281_2sat_print.cpp"
"11282","한글","11282_string.cpp","11282.cpp","06_STRING/string","filename:utf","implementation","11282_UTF.cpp"
"11283","한글 2","11283_string.cpp","11283.cpp","06_STRING/string","official:string","implementation;string","11283.cpp"
"11286","절댓값 힙","11286_priority_queue.cpp","11286.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","data_structures;priority_queue","11286.cpp"
"11399","ATM","11399_greedy.cpp","11399.cpp","09_PARADIGM/greedy","official:greedy","greedy;sorting","11399.cpp"
"11437","LCA","11437_lca.cpp","11437.cpp","02_GRAPH/lca","filename:lca_mini","graphs;trees;lca","11437_lca_mini.cpp"
"11444","피보나치 수 6","11444_fast_exponentiation.cpp","11444.cpp","07_MATH/fast_exponentiation","filename:fibo_nlogn","math;exponentiation_by_squaring","11444_fibo_NlogN.cpp"
"11478","서로 다른 부분 문자열의 개수","11478_set_map.cpp","11478.cpp","03_DATA_STRUCTURE/set_map","filename:set","data_structures;string;set;hash_set;tree_set","11478_set.cpp"
"11501","주식","11501_greedy.cpp","11501.cpp","09_PARADIGM/greedy","official:greedy","greedy","11501.cpp"
"11505","구간 곱 구하기","11505_segment_tree.cpp","11505.cpp","03_DATA_STRUCTURE/segment_tree","filename:segtree","segtree;data_structures","11505_segtree.cpp"
"11549","Identifying tea","11549_implementation.cpp","11549.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","11549.cpp"
"11558","The Game of Death","11558_graph_traversal.cpp","11558.cpp","02_GRAPH/graph_traversal","official:graph_traversal","implementation;graphs;graph_traversal;simulation","11558.cpp"
"11564","점프왕 최준민","11564_number_theory.cpp","11564.cpp","07_MATH/number_theory","official:number_theory","math;number_theory;case_work","11564.cpp"
"11568","민균이의 계략","11568_lis.cpp","11568.cpp","01_DP/lis","filename:linear_nlogn_lis","dp;lis","11568_linear_NlogN_LIS.cpp"
"11571","분수를 소수로","11571_math.cpp","11571.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","11571.cpp"
"11651","좌표 정렬하기 2","11651_sorting.cpp","11651.cpp","08_TECHNIQUE/sorting","official:sorting","sorting","11651.cpp"
"11659","구간 합 구하기 4","11659_segment_tree.cpp","11659.cpp","03_DATA_STRUCTURE/segment_tree","filename:default_segtree","prefix_sum","11659_default_Segtree.cpp"
"11660","구간 합 구하기 5","11660_prefix_sum.cpp","11660.cpp","08_TECHNIQUE/prefix_sum","code-audit:11660_gold_seg.cpp","dp;prefix_sum","11660_gold_seg.cpp"
"11723","집합","11723_bitmask.cpp","11723.cpp","08_TECHNIQUE/bitmask","filename:bit_default","implementation;set;bitmask","11723_bit_default.cpp"
"11724","연결 요소의 개수","11724_bfs.cpp","11724.cpp","02_GRAPH/bfs","filename:bfs","graphs;graph_traversal;bfs;dfs","11724_bfs.cpp"
"11726","2×n 타일링","11726_dp.cpp","11726.cpp","01_DP/dp","code+official:dp","dp","11726.cpp"
"11728","배열 합치기","11728_sorting.cpp","11728.cpp","08_TECHNIQUE/sorting","code-audit:11728_vector.cpp","sorting;two_pointer","11728_vector.cpp"
"11758","CCW","11758_geometry.cpp","11758.cpp","04_GEOMETRY/geometry","filename:ccw","geometry","11758_ccw.cpp"
"11852","Round words","11852_bitset_lcs.cpp","11852.cpp","01_DP/lcs","code-audit:11852_bitset_lcs.cpp","dp;string;bitset;lcs;bitset_lcs","11852_bitset_lcs.cpp"
"11852","Round words","11852_bitset_lcs.cpp","11852.cpp","03_DATA_STRUCTURE/bitset","code-audit:11852_bitset_lcs.cpp","dp;string;bitset;lcs;bitset_lcs","11852_bitset_lcs.cpp"
"11866","요세푸스 문제 0","11866_queue.cpp","11866.cpp","03_DATA_STRUCTURE/queue","official:queue","implementation;data_structures;queue","11866.cpp"
"11922","BELA","11922_implementation.cpp","11922.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","11922.cpp"
"11948","과목선택","11948_math.cpp","11948.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","11948.cpp"
"12015","가장 긴 증가하는 부분 수열 2","12015_lis.cpp","12015.cpp","01_DP/lis","filename:=nlogn_lis","binary_search;lis","12015_!=NlogN_lis.cpp"
"12779","상품 is 뭔들","12779_binary_search.cpp","12779.cpp","05_SEARCH/binary_search","official:parametric_search","math;number_theory;parametric_search;euclidean","12779.cpp"
"12782","비트 우정지수","12782_greedy.cpp","12782.cpp","09_PARADIGM/greedy","official:greedy","greedy","12782.cpp"
"12837","가계부 (Hard)","12837_segment_tree.cpp","12837.cpp","03_DATA_STRUCTURE/segment_tree","filename:segtree","segtree;data_structures","12837_segtree.cpp"
"12844","XOR","12844_segment_tree.cpp","12844.cpp","03_DATA_STRUCTURE/segment_tree","filename:lazy","data_structures;segtree;lazyprop","12844_lazy.cpp"
"12852","1로 만들기 2","12852_dp.cpp","12852.cpp","01_DP/dp","filename:dp","dp;graphs;graph_traversal;traceback","12852_dp.cpp"
"12858","Range GCD","12858_segment_tree.cpp","12858.cpp","03_DATA_STRUCTURE/segment_tree","filename:lazy_prefixarray_seg","math;data_structures;number_theory;segtree;lazyprop;euclidean;difference_array","12858_lazy_prefixarray_seg.cpp"
"12865","평범한 배낭","12865_knapsack.cpp","12865.cpp","01_DP/knapsack","filename:kanpsack","dp;knapsack","12865_kanpsack.cpp"
"12933","오리","12933_greedy.cpp","12933.cpp","09_PARADIGM/greedy","official:greedy","implementation;greedy;string","12933.cpp"
"13023","ABCDE","13023_dfs.cpp","13023.cpp","02_GRAPH/dfs","code+official:dfs","graphs;graph_traversal;dfs;backtracking","13023.cpp"
"13164","행복 유치원","13164_greedy.cpp","13164.cpp","09_PARADIGM/greedy","official:greedy","greedy;sorting","13164.cpp"
"13224","Chop Cup","13224_string.cpp","13224.cpp","06_STRING/string","official:string","implementation;string;simulation","13224.cpp"
"13232","Domain clusters","13232_scc.cpp","13232.cpp","02_GRAPH/scc","filename:scc","graphs;scc","13232_SCC.cpp"
"13241","최소공배수","13241_number_theory.cpp","13241.cpp","07_MATH/number_theory","filename:gcd","math;number_theory;euclidean","13241_gcd.cpp"
"13268","셔틀런","13268_simulation.cpp","13268.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation;case_work","13268.cpp"
"13334","철로","13334_sweeping.cpp","13334.cpp","08_TECHNIQUE/sweeping","official:sweeping","data_structures;sorting;sweeping;priority_queue","13334.cpp"
"13410","거꾸로 구구단","13410_bruteforce.cpp","13410.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing","13410.cpp"
"13417","카드 문자열","13417_deque.cpp","13417.cpp","03_DATA_STRUCTURE/deque","official:deque","data_structures;greedy;string;deque","13417.cpp"
"13422","도둑","13422_two_pointer.cpp","13422.cpp","05_SEARCH/two_pointer","official:sliding_window","prefix_sum;two_pointer;sliding_window","13422.cpp"
"13458","시험 감독","13458_math.cpp","13458.cpp","07_MATH/math","official:arithmetic","math;arithmetic","13458.cpp"
"13504","XOR 합","13504_trie.cpp","13504.cpp","03_DATA_STRUCTURE/trie","filename:xortrie","data_structures;trees;prefix_sum;trie","13504_XORtrie.cpp"
"13505","두 수 XOR","13505_trie.cpp","13505.cpp","03_DATA_STRUCTURE/trie","filename:xortrie","data_structures;trees;trie","13505_XORtrie.cpp"
"13537","수열과 쿼리 1","13537_merge_sort_tree.cpp","13537.cpp","03_DATA_STRUCTURE/merge_sort_tree","filename:mergeseg","data_structures;sorting;segtree;merge_sort_tree","13537_mergeseg.cpp"
"13538","XOR 쿼리","13538_persistent_segment_tree.cpp","13538.cpp","03_DATA_STRUCTURE/persistent_segment_tree","filename:pst","data_structures;segtree;pst","13538_pst.cpp"
"13544","수열과 쿼리 3","13544_merge_sort_tree.cpp","13544.cpp","03_DATA_STRUCTURE/merge_sort_tree","filename:mergeseg","data_structures;sorting;segtree;merge_sort_tree","13544_mergeseg.cpp"
"13546","수열과 쿼리 4","13546_mo.cpp","13546.cpp","03_DATA_STRUCTURE/mo","filename:mo","offline_queries;sqrt_decomposition;mo","13546_MO.cpp"
"13549","숨바꼭질 3","13549_zero_one_bfs.cpp","13549.cpp","02_GRAPH/zero_one_bfs","filename:01bfs","graphs;graph_traversal;bfs;shortest_path;dijkstra;0_1_bfs","13549_01bfs.cpp"
"13554","수열과 쿼리 9","13554_segment_tree.cpp","13554.cpp","03_DATA_STRUCTURE/segment_tree","official:segment_tree","data_structures;segtree;offline_queries;sqrt_decomposition;mo","13554.cpp"
"13557","수열과 쿼리 10","13557_segment_tree.cpp","13557.cpp","03_DATA_STRUCTURE/segment_tree","filename:subarray_seg","data_structures;segtree;maximum_subarray","13557_subarray_seg.cpp"
"13565","침투","13565_bfs.cpp","13565.cpp","02_GRAPH/bfs","filename:bfs","graphs;graph_traversal;bfs;dfs;grid_graph","13565_bfs.cpp"
"13597","Tri-du","13597_implementation.cpp","13597.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","13597.cpp"
"13623","Zero or One","13623_implementation.cpp","13623.cpp","10_IMPLEMENTATION/implementation","official:implementation","implementation","13623.cpp"
"13699","점화식","13699_dp.cpp","13699.cpp","01_DP/dp","code+official:dp","dp","13699.cpp"
"13701","중복 제거","13701_bitset.cpp","13701.cpp","03_DATA_STRUCTURE/bitset","filename:bitset","bitmask;bitset","13701_bitset.cpp"
"13707","합분해 2","13707_dp.cpp","13707.cpp","01_DP/dp","code+official:dp","math;dp;combinatorics","13707.cpp"
"13711","LCS 4","13711_lis.cpp","13711.cpp","01_DP/lis","filename:lis","lis;lcs","13711_LIS.cpp"
"13866","팀 나누기","13866_math.cpp","13866.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","13866.cpp"
"13907","세금","13907_dijkstra_dp.cpp","13907.cpp","01_DP/dp","filename:dijk_dp","dp;graphs;shortest_path;dijkstra","13907_dijk_dp.cpp"
"13907","세금","13907_dijkstra_dp.cpp","13907.cpp","02_GRAPH/dijkstra","filename:dijk_dp","dp;graphs;shortest_path;dijkstra","13907_dijk_dp.cpp"
"13985","Equality","13985_string.cpp","13985.cpp","06_STRING/string","official:string","math;string;arithmetic","13985.cpp"
"14003","가장 긴 증가하는 부분 수열 5","14003_lis.cpp","14003.cpp","01_DP/lis","filename:lis","binary_search;traceback;lis","14003_LIS.cpp"
"14215","세 막대","14215_geometry.cpp","14215.cpp","04_GEOMETRY/geometry","official:geometry","math;implementation;geometry","14215.cpp"
"14405","피카츄","14405_string.cpp","14405.cpp","06_STRING/string","official:string","string","14405.cpp"
"14427","수열과 쿼리 15","14427_segment_tree.cpp","14427.cpp","03_DATA_STRUCTURE/segment_tree","filename:seg","data_structures;segtree;priority_queue","14427_seg.cpp"
"14428","수열과 쿼리 16","14428_segment_tree.cpp","14428.cpp","03_DATA_STRUCTURE/segment_tree","filename:segtree","segtree;data_structures","14428_segtree.cpp"
"14438","수열과 쿼리 17","14438_segment_tree.cpp","14438.cpp","03_DATA_STRUCTURE/segment_tree","official:segment_tree","segtree;data_structures","14438.cpp"
"14464","소가 길을 건너간 이유 4","14464_priority_queue.cpp","14464.cpp","03_DATA_STRUCTURE/priority_queue","official:priority_queue","data_structures;greedy;sorting;priority_queue","14464.cpp"
"14470","전자레인지","14470_math.cpp","14470.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic;simulation","14470.cpp"
"14489","치킨 두 마리 (...)","14489_math.cpp","14489.cpp","07_MATH/math","official:arithmetic","math;implementation;arithmetic","14489.cpp"
"14501","퇴사","14501_dp.cpp","14501.cpp","01_DP/dp","filename:dp","dp;bruteforcing","14501_dp.cpp"
"14503","로봇 청소기","14503_simulation.cpp","14503.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","14503.cpp"
"14606","피자 (Small)","14606_dp.cpp","14606.cpp","01_DP/dp","filename:dp","math;dp","14606_dp.cpp"
"14607","피자 (Large)","14607_dp.cpp","14607.cpp","01_DP/dp","official:dp","math;dp","14607.cpp"
"14621","나만 안되는 연애","14621_mst.cpp","14621.cpp","02_GRAPH/mst","official:mst (DSU is subordinate)","graphs;mst","14621.cpp"
"14651","걷다보니 신천역 삼 (Large)","14651_dp.cpp","14651.cpp","01_DP/dp","filename:dp","math;dp;number_theory","14651_dp.cpp"
"14719","빗물","14719_simulation.cpp","14719.cpp","10_IMPLEMENTATION/simulation","official:simulation","implementation;simulation","14719.cpp"
"14782","Bedtime Reading, I","14782_bruteforce.cpp","14782.cpp","05_SEARCH/bruteforce","official:bruteforcing","math;bruteforcing;number_theory","14782.cpp"
